title;	genus;	species;	name
Abbreviated Test Language for All Systems;	"";	"";	atlas
Parrot virtual machine;	"";	"";	parrot virtual machine
Boxer Rebellion;	"";	"";	india
1954 FIFA World Cup;	"";	"";	wankdorf stadium}}</small>
List of professional sports teams in California;	"";	"";	cal
Anna Leonowens;	"";	"";	""
Geography of California;	"";	"";	center of california}}
Leslie Groves;	"";	"";	leslie groves
Adams State University;	"";	"";	adams state university
Pope Theodore I;	"";	"";	theodore i
NewtonScript;	"";	"";	newtonscript
Grace Darling;	"";	"";	grace darling
William Armstrong, 1st Baron Armstrong;	"";	"";	the lord armstrong
Emmeline Pankhurst;	"";	"";	emmeline pankhurst
ARM architecture family;	"";	"";	arm
Tetrapod;	"";	"";	tetrapods
Takeru Kobayashi;	"";	"";	takeru kobayashi
Cardiac arrest;	"";	"";	cardiac arrest
Christian Democratic Union of Germany;	"";	"";	christian democratic union of germany
Social Democratic Party of Germany;	"";	"";	social democratic party of germany
Johann Pachelbel;	"";	"";	johann pachelbel
Bill Monroe;	"";	"";	bill monroe
Grand Ole Opry;	"";	"";	grand ole opry
Bluegrass music;	"";	"";	bluegrass
Alamosa, Colorado;	"";	"";	alamosa, colorado
John Beaglehole;	"";	"";	john beaglehole
Golden, Colorado;	"";	"";	golden, colorado
Denver metropolitan area;	"";	"";	""
Dust storm;	"";	"";	dust storm
University of Florida;	"";	"";	university of florida
Jacksonville, Florida;	"";	"";	jacksonville
Dobro;	"";	"";	dobro manufacturing company
Lester Flatt;	"";	"";	lester flatt
Earl Scruggs;	"";	"";	earl scruggs
Gniezno;	"";	"";	gniezno
Country Music Hall of Fame and Museum;	"";	"";	country music hall of fame<br />and museum
Glucose tolerance test;	"";	"";	glucose tolerance test
Skene's gland;	"";	"";	skene's gland
PureBasic;	"";	"";	purebasic
Tower Bridge;	"";	"";	official tower bridge exhibition website}}
Netwide Assembler;	"";	"";	nasm
Varese;	"";	"";	varese
Como;	"";	"";	como
Mordecai Richler;	"";	"";	mordecai richler
Nancy Huston;	"";	"";	nancy huston
Fennec fox;	vulpes;	zerda;	fennec fox
Maggotron;	"";	"";	maggotron
National Collegiate Athletic Association;	"";	"";	national collegiate<br> athletic association
Simputer;	"";	"";	[[image:simputerlogo.png]]
Lucy Maud Montgomery;	"";	"";	lucy maud montgomery
Poitou;	"";	"";	poitou <!-- at least one of the first two fields must be filled in -->
Cubic zirconia;	"";	"";	cubic zirconia
Pashtunistan;	"";	"";	pashtunistan
Reginald Bretnor;	"";	"";	reginald bretnor
Limonite;	"";	"";	limonite
Craig Barrett (chief executive);	"";	"";	craig barrett
Amphitrite;	"";	"";	amphitrite
Amphitryon;	"";	"";	amphitryon
Castor and Pollux;	"";	"";	castor and pollux
Dubuque, Iowa;	"";	"";	dubuque, iowa
University of Northern Iowa;	"";	"";	university of northern iowa
Agnes I, Abbess of Quedlinburg;	"";	"";	agnes i
Immanuel the Roman;	"";	"";	immanuel of rome
Otaniemi;	"";	"";	{{lang
Helsinki University of Technology;	"";	"";	helsinki university of technology
Timișoara;	"";	"";	timișoara
Freidorf;	"";	"";	freidorf
Cleopatra;	"";	"";	cleopatra
Lepton;	"";	"";	lepton
Hatshepsut;	"";	no;	hatshepsut
Ptolemy III Euergetes;	"";	"";	ptolemy iii euergetes
Pistacia lentiscus;	pistacia;	lentiscus;	""
Samos Prefecture;	"";	"";	samos prefecture
Robert Baden-Powell, 1st Baron Baden-Powell;	"";	no;	the lord baden-powell
People for the Ethical Treatment of Animals;	"";	"";	people for the ethical treatment of animals
Carlisle;	"";	"";	met office carlisle
Vacaville, California;	"";	"";	vacaville, california
The King and I;	"";	"";	the king and i
Fairfield, California;	"";	"";	fairfield
Dixon, California;	"";	"";	}}
Winters, California;	"";	"";	winters, california
Vallejo, California;	"";	"";	vallejo, california
Benicia, California;	"";	"";	benicia
Transamerica Pyramid;	"";	"";	transamerica pyramid
Fairfield, Ohio;	"";	"";	fairfield, ohio
Lev Yashin;	"";	"";	lev yashin
Carp;	hypophthalmichthys;	molitrix;	""
Larry Page;	"";	no;	larry page
Sergey Brin;	"";	no;	sergey brin
Socialist Unity Party of Germany;	"";	"";	socialist unity party of germany
Gene Rayburn;	"";	"";	gene rayburn
Eurasian carp;	cyprinus;	carpio;	european carp
Guinan (Star Trek);	"";	[[el-aurian]];	guinan
Q (James Bond);	"";	"";	q
M. A. R. Barker;	"";	"";	muhammad abd-al-rahman barker
Lola Ridge;	"";	"";	lola ridge
Scottish Football League;	"";	"";	scottish football league (sfl)
University of London;	"";	"";	university of london
USS Akron;	"";	"";	uss ''akron'' (zrs-4)
Black cardamom;	"";	"";	black cardamom
Native Son;	"";	"";	native son
Greg Ginn;	"";	"";	greg ginn
Chicago Tribune;	"";	"";	chicago tribune
Kathryn H. Kidd;	"";	"";	kathryn h. kidd}}
Northstar (character);	"";	[[mutant (marvel comics);	""
Serengeti National Park;	"";	"";	serengeti national park
Khamis Mushait;	"";	"";	khamis mushayt
Digital Visual Interface;	"";	"";	digital visual interface (dvi)
List of aircraft carriers;	"";	"";	us navy}}
Siege of Orléans;	"";	"";	burgundy
University of Bristol;	"";	"";	university of bristol
Georges Carpentier;	"";	"";	georges carpentier
Gerardus Mercator;	"";	"";	gerardus mercator
Robert Peary;	"";	"";	robert peary
Bitstream Inc.;	"";	"";	bitstream inc.
Dave Mustaine;	"";	"";	dave mustaine
Charleston, South Carolina;	"";	"";	charleston
Jim Rome;	"";	"";	jim rome
Bandai Namco Filmworks;	"";	"";	bandai namco filmworks inc.
Wings (1927 film);	"";	"";	wings
The Racket (1928 film);	"";	"";	the racket
Decompression sickness;	"";	"";	decompression sickness
7th Heaven (1927 film);	"";	"";	7th heaven
East Lynne;	"";	"";	east lynne}}
The Front Page;	"";	"";	the front page
Skippy (film);	"";	"";	skippy
Trader Horn (1931 film);	"";	"";	trader horn
Bad Girl (1931 film);	"";	"";	bad girl
The Champ (1931 film);	"";	"";	the champ
Five Star Final;	"";	"";	five star final
One Hour with You;	"";	"";	one hour with you
Shanghai Express (film);	"";	"";	shanghai express
The Smiling Lieutenant;	"";	"";	the smiling lieutenant
Joel Chandler Harris;	"";	"";	joel chandler harris}}
42nd Street (Manhattan);	"";	"";	42nd street
A Farewell to Arms;	"";	"";	a farewell to arms
I Am a Fugitive from a Chain Gang;	"";	"";	i am a fugitive from a chain gang
Lady for a Day;	"";	"";	lady for a day
Little Women;	"";	"";	little women
The Private Life of Henry VIII;	"";	"";	the private life of henry viii
Thrasybulus;	"";	"";	thrasybulus
Smilin' Through (play);	"";	"";	smilin' through
Bobby Seale;	"";	"";	bobby seale
Cake (band);	"";	"";	cake
Bartolomeu de Gusmão;	"";	"";	bartolomeu de gusmão
Boston University;	"";	"";	boston university
University of Warwick;	"";	"";	university of warwick
Imperial College London;	"";	"";	imperial college london
Florence flask;	"";	"";	florence flask
Red Bull;	"";	"";	red bull energy drink
Balochi language;	"";	"";	balochi
Finistère;	"";	"";	finistère
Brittany (administrative region);	"";	"";	brittany
James Baskett;	"";	"";	james baskett
Padre Island National Seashore;	"";	"";	padre island national seashore
Song of the South;	"";	"";	song of the south
Robert Watson (chemist);	"";	"";	robert watson
Polish złoty;	"";	"";	polish złoty
Baudouin of Belgium;	"";	"";	baudouin
Étienne-Louis Boullée;	"";	"";	étienne-louis boullée
Chiang Ching-kuo;	"";	"";	chiang ching-kuo
The Barretts of Wimpole Street (1934 film);	"";	"";	the barretts of wimpole street
United Nations Truce Supervision Organization;	"";	"";	united nations truce supervision organization
Jamshied Sharifi;	"";	"";	jamshied sharifi
Dan Castellaneta;	"";	"";	dan castellaneta
Flirtation Walk;	"";	"";	flirtation walk
The Gay Divorcee;	"";	"";	the gay divorcee
Here Comes the Navy;	"";	"";	here comes the navy
The House of Rothschild;	"";	"";	the house of rothschild
Imitation of Life (novel);	"";	"";	imitation of life
One Night of Love;	"";	"";	one night of love
Mistinguett;	"";	"";	mistinguett
The Thin Man (film);	"";	"";	the thin man
Viva Villa!;	"";	"";	viva villa!
The White Parade;	"";	"";	the white parade
Robert Browning;	"";	"";	robert browning
The Way of All Flesh;	"";	"";	the way of all flesh
The Broadway Melody;	"";	"";	the broadway melody
Alibi (1929 film);	"";	"";	alibi
The Patriot (2000 film);	"";	"";	the patriot
The Big House (1930 film);	"";	"";	the big house
Scottish Parliament;	"";	"";	scottish parliament
Disraeli (1929 film);	"";	"";	disraeli
The Divorcee;	"";	"";	the divorcee
Abu Qir;	"";	"";	abu qir
Anatase;	"";	"";	anatase
Bolesław Bierut;	"";	"";	bolesław bierut
Octahedrite;	"";	"";	octahedrite
École nationale supérieure des télécommunications de Bretagne;	"";	"";	télécom bretagne
Candy;	"";	"";	candy
Rod Steiger;	"";	"";	rod steiger
Lotus Seven;	"";	"";	lotus seven
Rose–Hulman Institute of Technology;	"";	"";	rose-hulman institute of technology
Fred Rosenstock;	"";	"";	fred rosenstock
Tamora Pierce;	"";	"";	tamora pierce
Greater London Council;	"";	"";	greater london council
Piophilidae;	"";	"";	cheese flies
Unisys;	"";	"";	unisys corporation
2002 Tour de France;	"";	"";	2002 tour de france
John Wayne Gacy;	"";	"";	john wayne gacy
Frank R. Stockton;	"";	"";	frank richard stockton}}
Colfax Avenue;	"";	"";	colfax avenue, denver, colorado
Ithaca (island);	"";	"";	ithaca
Kent (band);	"";	no;	kent
Stirling;	"";	"";	stirling
Alcibiades;	"";	"";	alcibiades
The Love Parade;	"";	"";	the love parade
Alice Adams (novel);	"";	"";	alice adams
Hippopotamidae;	"";	"";	hippo-minor
Pygmy hippopotamus;	choeropsis;	liberiensis;	pygmy hippopotamus
Balderdash;	"";	"";	balderdash
Claudette Colbert;	"";	"";	claudette colbert
Norma Shearer;	"";	"";	norma shearer
List of counties of Prince Edward Island;	"";	"";	counties of prince edward island
Epacris impressa;	epacris;	impressa;	common heath
John Canaparius;	"";	"";	john canaparius
Deoxyribose;	"";	"";	{{sm
1962 FIFA World Cup;	"";	"";	estadio nacional julio martínez prádanos}}}}
