title;	genus;	species;	name
Great Northern Hotel (Chicago);	"";	"";	great northern hotel
Template:Dynamix;	"";	"";	dynamix
Video Gallery SCAN;	"";	"";	video gallery scan
Template:Jajce municipality;	"";	"";	jajce municipality
Basma Alawee;	"";	"";	basma alawee
Jennifer Mabus;	"";	"";	jennifer mabus
Norma Kuhling;	"";	"";	norma kuhling
Neolithodes indicus;	neolithodes;	indicus;	""
Hierodoris gerontion;	hierodoris;	gerontion;	""
Jonathan Lemire;	"";	"";	jonathan lemire
Template:LJN video games;	"";	"";	ljn video games
List of programs broadcast by Fox Kids (block);	"";	"";	diginote
Don Webb (diver);	"";	"";	don webb
Kofi Adonteng Boateng;	"";	"";	kofi adonteng boateng
Draft:Teeth and Hair (band);	"";	"";	teeth and hair
Bern Hoffman;	"";	"";	bern hoffman
HD 34266;	"";	"";	[[henry draper catalogue
Cyperus somaliensis;	cyperus;	somaliensis;	""
File:Linda Perhacs - The Soul of All Natural Things.png;	"";	"";	''[[the soul of all natural things]]''
AnyRoad;	"";	"";	anyroad inc.
Greg Brown (baseball coach);	"";	"";	greg brown
Villela Aribu;	"";	"";	villela airibu
A Beautiful Revolution Pt. 2;	"";	"";	a beautiful revolution pt. 2
HD 47500;	"";	"";	[[henry draper catalogue
Tsai Ming-yen (diplomat);	"";	"";	tsai ming-yen
The Worm of Death;	"";	"";	the worm of death
Glasgow Climate Pact;	"";	"";	glasgow climate pact
Osra railway station;	"";	"";	osra railway station
Magnolia ekmanii;	magnolia;	ekmanii;	""
Forres Town Hall;	"";	"";	forres town hall
Villela Alagoas;	"";	"";	villela alagoas
OpenSea;	"";	"";	opensea
Gioacchino Solinas;	"";	"";	gioacchino solinas
Top Notch Peak;	"";	"";	top notch peak
Christian Martínez (footballer, born 1994);	"";	"";	christian martínez
Identity (Victon EP);	"";	"";	identity
Daniel Dye;	"";	"";	daniel dye
Manor house in Skrzydlów;	"";	"";	manor house in skrzydlów
The Harder They Fall (soundtrack);	"";	"";	the harder they fall (the motion picture soundtrack)
Setagaya Castle;	"";	"";	setagaya castle
Mitty Arnold;	"";	"";	mitty arnold
Bangs Garcia;	"";	"";	bangs garcia
Hank Brandt;	"";	"";	hank brandt
Template:Vietnamese folklore long;	"";	"";	vietnamese folklore long
Damián Alguera;	"";	"";	damián alguera
